Name,City,State
Chocolate Fish Coffee Roasters,Sacramento,CA
Bike path restroom,Sacramento,CA
AMPM/ Arco,Sacramento,CA
Regal Delta Shores,Sacramento,CA
Arden Fair Food Court,Sacramento,CA
C.K. McClatchy High School,Sacramento,CA
Walmart Supercenter,Sacramento,CA
T4 South Sac,Sacramento,CA
Shine Cafe ,Sacramento,CA
Mi,Sacramento,CA
The Bolt Bar,Sacramento,CA
California Department of Social Services,Sacramento,CA
Starbucks,Sacramento,CA
Shoki Ramen House,Sacramento,CA
Yardhouse,Sacramento,CA
Walmart Supercenter,Sacramento,CA
Glenbrook park bathroom,Sacramento,CA
Kaiser Medical Offices,Sacramento,CA
Starbucks,Sacramento,CA
Arigato Sushi,Sacramento,CA
Pete’s Coffee,Sacramento,CA
Luigi’s pizza,Sacramento,CA
Solomon's Delicatessen,Sacramento,CA
Rubio’s Grill,Sacramento,CA
Rubio’s Grill,Sacramento,CA
Temple Coffee,Sacramento,CA
"Hartsfield-Jackson Atlanta International Airport, 8700 spine Road, Atlanta, GA 30337, USA",Atlanta,Georgia
REI Atlanta,Atlanta,Georgia
"1044 Greenwood Avenue Northeast, Atlanta, GA 30306, USA",Atlanta,Georgia
"2924 Peachtree St NW, Atlanta, GA 30305, USA",Atlanta,Georgia
Kashi Atlanta,Atlanta,Georgia
Vapor World Atlanta,Atlanta,Georgia
"Concourse C, Atlanta, GA 30337, USA",Atlanta,Georgia
Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia
"1170 Howell Mill Rd, Atlanta, GA 30318, USA",Atlanta,Georgia
"11580 Main St, Atlanta, MI 49709, USA",Atlanta,Georgia
"100 Ivan Allen Jr Blvd NW, Atlanta, GA 30313, USA",Atlanta,Georgia
"Sparks Hall, 33 Gilmer St SE, Atlanta, GA 30303, USA",Atlanta,Georgia
"743 Virginia Ave NE, Atlanta, GA 30306, USA",Atlanta,Georgia
Georgia State University - Kell Hall,Atlanta,Georgia
Sopo Bicycle Cooperative,Atlanta,Georgia
Method Coffee Bar and Tea Lounge,Atlanta,Georgia
High Museum,Atlanta,Georgia
Hartsfield Jackson International Airport,Atlanta,Georgia
Ikea,Atlanta,Georgia
Radial,Atlanta,Georgia
Regal Cinema,Atlanta,Georgia
The Grape,Atlanta,Georgia
Ria's Bluebird,Atlanta,Georgia
ParkGrounds,Atlanta,Georgia
Georgia Dome,Atlanta,Georgia
Soul Vegetarian No. 2,Atlanta,Georgia
Rise -n- Dine,Atlanta,Georgia
Blake's,Atlanta,Georgia
Octane Coffee,Atlanta,Georgia
Sugar Shack,Atlanta,Georgia
Buddy's,Atlanta,Georgia
Publix,Atlanta,Georgia
&quot;Rush Center&quot;,Atlanta,Georgia
Georgia Tech Clough Undergraduate Learning Commons,Atlanta,Georgia
Kroger,Atlanta,Georgia
Marriott Courtyard Atlanta/Cafe Intermezzo,Atlanta,Georgia
Emory University DUC,Atlanta,Georgia
CULC,Atlanta,Georgia
Starbucks,Atlanta,Georgia
F.R.O.G.S.  Cantina,Atlanta,Georgia
Friends on Ponce,Atlanta,Georgia
Flying Biscuit,Atlanta,Georgia
Zen Tea LLC,Atlanta,Georgia
Car Rental Facility - Hartsfield-Jackson International Airport,Atlanta,Georgia
Lost-n-Found Youth,Atlanta,Georgia
Georgia Tech Freshman Experience Office,Atlanta,Georgia
Piercing Experience,Atlanta,Georgia
Delia's chicken sausage stand,Atlanta,Georgia
Jack's pizza and wings ,Atlanta,Georgia
Shane's rib shack,Atlanta,Georgia
Superica,Atlanta,Georgia
Oglethorpe University,Atlanta,Georgia
Viva la Vegan,Atlanta,Georgia
Lost n Found,Atlanta,Georgia
Tried and True Tattoo,Atlanta,Georgia
Georgia State University Building,Atlanta,Georgia
Sister Louisa's Church of the Living Room & Ping Pong Emporium,Atlanta,Georgia
Hodgepodge Coffeehouse,Atlanta,Georgia
Sister Louisa's Church of the Living Room & Ping Pong Emporium,Atlanta,Georgia
Charis Books & More,Atlanta,Georgia
Target,Atlanta,Georgia
Walmart at the District at Howell Mill,Atlanta,Georgia
Slice,Atlanta,Georgia
Slice,Atlanta,Georgia
Little 5 Pizza,Atlanta,Georgia
Little 5 Pizza,Atlanta,Georgia
Little 5 Pizza,Atlanta,Georgia
Delia's Chicken Sausage Stand,Atlanta,Georgia
Westside Provisions District,Atlanta,Georgia
Tom + Chee,Atlanta,Georgia
Sister Louisa's Church of the Living Room and Ping Pong Emporium,Atlanta,Georgia
Bubble Cafe,Atlanta,Georgia
Sound Table,Atlanta,Georgia
Ponce City Market,Atlanta,Georgia
Bubble Cafe,Atlanta,Georgia
J.S. Coon Building ,Atlanta,Georgia
Beetle Cat,Atlanta,Georgia
San Francisco Coffee Roasting Company,Atlanta,Georgia
Charis Books and More,Atlanta,Georgia
Trader Joe's,Atlanta,Georgia
Trader Joe's,Atlanta,Georgia
Doc Cheys,Atlanta,Georgia
Trader Joe's ,Atlanta,Georgia
The Galloway School,Atlanta,Georgia
Ponce City Market,Atlanta,Georgia
CVS Pharmacy ,Atlanta,Georgia
Candler Park Market,Atlanta,Georgia
The Depot,Atlanta,Georgia
Trader Joe's,Atlanta,Georgia
TWO Urban Licks,Atlanta,Georgia
Hartsfield Jackson Intl Airport,Atlanta,Georgia
Starbucks,Atlanta,Georgia
Emory University Student Health,Atlanta,Georgia
Starbucks,Atlanta,Georgia
Starbucks,Atlanta,Georgia
Starbucks,Atlanta,Georgia
Clifton Road Building (Emory University),Atlanta,Georgia
Sun In My Belly,Atlanta,Georgia
Taproom Coffee,Atlanta,Georgia
Limerick Junction ,Atlanta,Georgia
Chattahoochee Coffee Company,Atlanta,Georgia
Phipps plaza (mall),Atlanta,Georgia
Starbucks ,Atlanta,Georgia
Psi Upsilon Fraternity,Atlanta,Georgia
Viiza,Atlanta,Georgia
Manuel's Tavern,Atlanta,Georgia
Georgia Tech Flag Building (Student Services Building),Atlanta,Georgia
Georgia Tech Campus Recreation Center (CRC),Atlanta,Georgia
Revolution Donuts and Coffee ,Atlanta,Georgia
My Sister’s Room,Atlanta,Georgia
Library North Coffee Shop,Atlanta,Georgia
Georgia State University Sports Arena,Atlanta,Georgia
Center for Civil and Human Rights,Atlanta,Georgia
ATL T Terminal Family Restroom,Atlanta,Georgia
Yeah! Burger,Atlanta,Georgia
Zunzi's,Atlanta,Georgia
Bun Mi,Atlanta,Georgia
Emory CAPS,Atlanta,Georgia
Callie’s Hot Little Biscut,Atlanta,Georgia
Jimmy Carter Presidential Library and Museum,Atlanta,Georgia
Kroger,Atlanta,Georgia
Condesa Coffee,Atlanta,Georgia
Condesa Coffee,Atlanta,Georgia
Full Comission,Atlanta,Georgia
Your Pie Tucker-Embry Hills,Atlanta,Georgia
Georgia aquarium ,Atlanta,Georgia
Kung Fu Tea,Atlanta,Georgia
Bell street burritos,Atlanta,Georgia
CVS Pharmacy,Atlanta,Georgia
Oakland Cemetery Visitors Center,Atlanta,Georgia
Fernbank natural history museum,Atlanta,Georgia
"Georgia State University - 55 Park Place Building, 5th Floor (School of Social Work)",Atlanta,Georgia
Dulce Vegan Cafe,Atlanta,Georgia
Tiki Tango,Atlanta,Georgia
Oy!,Atlanta,Georgia
West Village Dining Commons,Atlanta,Georgia
JINYA Ramen Bar,Atlanta,Georgia
MetroFresh,Atlanta,Georgia
Bell Street Burritos,Atlanta,Georgia
We Suki Suki,Atlanta,Georgia
Chrome Yellow Trading Co. ,Atlanta,Georgia
Grand Auto Center,Atlanta,Georgia
Superica,Atlanta,Georgia
Five Below,Atlanta,Georgia
Inside the zoo by the elephants,Atlanta,Georgia
University of Missouri-Kansas City,Kansas City,MO
Baked in Kansas City,Kansas City,MO
"7250 State Ave, Kansas City, KS 66112, USA",Kansas City,MO
University of Missouri- Kansas City Student Union,Kansas City,MO
"Vivion Trail, Kansas City, MO 64118, USA",Kansas City,MO
Kansas City Young Audiences,Kansas City,MO
Kansas City Center for Inclusion,Kansas City,MO
"549 Gillis St, Kansas City, MO 64106, USA",Kansas City,MO
Kansas City Center for Inclusion,Kansas City,MO
"3701 NW 90th St, Kansas City, MO 64154, USA",Kansas City,MO
"1804 W 39th St, Kansas City, MO 64111, USA",Kansas City,MO
Kansas City Public Library- Central Branch,Kansas City,MO
City Thrift,Kansas City,MO
City Gym,Kansas City,MO
Kansas University Medical Center,Kansas City,MO
amc Legends 14 Theater,Kansas City,MO
Commerce Arcade,Kansas City,MO
Hall's,Kansas City,MO
Mudpie Vegan Coffee House,Kansas City,MO
The Drop,Kansas City,MO
Professional loft building,Kansas City,MO
Alamo DraftHouse,Kansas City,MO
Uptown Arts Bar,Kansas City,MO
Nelson-Atkins Museum of Art,Kansas City,MO
Waldo pizza,Kansas City,MO
Brush Creek Community Center and Pool,Kansas City,MO
Bistro 303,Kansas City,MO
Harpo's,Kansas City,MO
Barrel 31,Kansas City,MO
Quay Coffee,Kansas City,MO
Starbucks,Kansas City,MO
Cafe Europa Union Hill,Kansas City,MO
Pier 1 Imports,Kansas City,MO
Heirloom Bakery,Kansas City,MO
The Mixx,Kansas City,MO
Ça Va,Kansas City,MO
Kaldi's Coffee,Kansas City,MO
Brewery Emperial,Kansas City,MO
Betty Rae's Ice Cream,Kansas City,MO
Go Chicken Go,Kansas City,MO
Beer Kitchen ,Kansas City,MO
G-Spot,Kansas City,MO
Community Blood Center,Kansas City,MO
BRGR Kitchen & Bar,Kansas City,MO
Sidekick’s Saloon,Kansas City,MO
The Arts Asylum,Kansas City,MO
PT coffee,Kansas City,MO
Sidekick’s Saloon,Kansas City,MO
Minskys pizza,Kansas City,MO
Westside local,Kansas City,MO
Cold Stone Creamery,Kansas City,MO
Mud Pie Vegan Bakery ,Kansas City,MO
Dos de Oros Taqueria ,Kansas City,MO
Planet Sub,Kansas City,MO
Equal Minded Cafe,Kansas City,MO
Beer Kitchen,Kansas City,MO
Beer Kitchen,Kansas City,MO
El Patron,Kansas City,MO
Nick and Jake's,Kansas City,MO
The Truman,Kansas City,MO
Donutology,Kansas City,MO
Chipotel,Kansas City,MO
Costco,Kansas City,MO
Starbucks,Kansas City,MO
Starbucks,Kansas City,MO
18th and Vine District Museums,Kansas City,MO
The Smalter Gallery,Kansas City,MO
Price Chopper,Kansas City,MO
TikiTaco,Kansas City,MO
Unicorn Theatre,Kansas City,MO
Hotel Phillips,Kansas City,MO
Him.Her.Them Hair Studio,Kansas City,MO
Red Door Grill - Brookside,Kansas City,MO
Trader Joe's,Kansas City,MO
Crows Coffee,Kansas City,MO
University of Colorado @ Colorado Springs,Colorado Springs,Colorado
PPGLCC Pride Center of Colorado Springs,Colorado Springs,Colorado
"2864 South Circle Drive, Colorado Springs, CO 80906, USA",Colorado Springs,Colorado
"628 N Weber St, Colorado Springs, CO 80903, USA",Colorado Springs,Colorado
"4134 Austin Bluffs Pkwy, Colorado Springs, CO 80918, USA",Colorado Springs,Colorado
Target,Colorado Springs,Colorado
Modern Market,Colorado Springs,Colorado
Pens and Needles Custom Tattoo Company,Colorado Springs,Colorado
Pens & Needles Custom Tattoos,Colorado Springs,Colorado
Starbucks,Colorado Springs,Colorado
Patty Jewitt Municipal Golf Course,Colorado Springs,Colorado
Jared Polis Campaign Office,Colorado Springs,Colorado
"Colorado College, Worner Center",Colorado Springs,Colorado
Mountain Shadows Vision Center,Colorado Springs,Colorado
Chapel Hills Mall,Colorado Springs,Colorado
The Burrowing Owl,Colorado Springs,Colorado
Fifty Fifty Coffee House,Colorado Springs,Colorado
Red Leg Brewing,Colorado Springs,Colorado
Saint Francis Medical Center,Colorado Springs,Colorado
Zeezo's,Colorado Springs,Colorado
Brunswick Zone Circle Lanes,Colorado Springs,Colorado
University Center 3rdfloor,Colorado Springs,Colorado
Pikes Peak Metropolitan Community Church,Colorado Springs,Colorado
Dairy Queen Grill & Chill,Colorado Springs,Colorado
Kawa Coffee,Colorado Springs,Colorado
Starbucks,Colorado Springs,Colorado
True Living,Colorado Springs,Colorado
King Soopers,Colorado Springs,Colorado
Care and Share Food Bank,Colorado Springs,Colorado
Care and Share Food Bank,Colorado Springs,Colorado
Faded Image Barber Shop,Colorado Springs,Colorado
Jiffy lube,Colorado Springs,Colorado
Skirted Heifer,Colorado Springs,Colorado
Rooster’s House of Ramen,Colorado Springs,Colorado
Roaring Fork Dining Hall,Colorado Springs,Colorado
Switchback Coffee Roasters,Colorado Springs,Colorado
Switchback Coffee Roasters,Colorado Springs,Colorado
Bird Tree Cafe,Colorado Springs,Colorado
Poor Richard's Restaurant,Colorado Springs,Colorado
ShaZam Ink Tattoo Studio,Colorado Springs,Colorado
KRCC-FM,Colorado Springs,Colorado
Taco Bueno,Colorado Springs,Colorado
Cheyenne Mountain High School,Colorado Springs,Colorado
Poor Richard's,Colorado Springs,Colorado
Odyssey Gastropub,Colorado Springs,Colorado
The Wild Goose Meeting House,Colorado Springs,Colorado
Super Target,Colorado Springs,Colorado
Gamer's Haven,Colorado Springs,Colorado
Modern Market,Colorado Springs,Colorado
Jiffy Lube,Colorado Springs,Colorado
First Congregational Church,Colorado Springs,Colorado
Shuga's Restaurant ,Colorado Springs,Colorado
Keva Juice,Colorado Springs,Colorado
Peak Place Coffee House ,Colorado Springs,Colorado
Mountain Equipment Recyclers,Colorado Springs,Colorado
Urban Steam ,Colorado Springs,Colorado
Starbucks,Colorado Springs,Colorado
The Skirted Heifer,Colorado Springs,Colorado
Jack Wolfe,Colorado Springs,Colorado
Planet Fitness,Colorado Springs,Colorado
Chipotle,Colorado Springs,Colorado
Chipotle,Colorado Springs,Colorado
The Skirted Heifer,Colorado Springs,Colorado
Vasa Fitness,Colorado Springs,Colorado
Sushi Rakkyo,Colorado Springs,Colorado
King Soopers,Colorado Springs,Colorado
The Exchange,Colorado Springs,Colorado
Omaha Central High School,Omaha,NE
Omaha Code School,Omaha,NE
"1111 North 13th Street, Omaha, NE 68102, USA",Omaha,NE
"Rose Blumkin Dr, Omaha, NE 68114, USA",Omaha,NE
Omaha Tap House ,Omaha,NE
University of Nebraska at Omaha Criss Library,Omaha,NE
"5110 S 108th St, Omaha, NE 68137, USA",Omaha,NE
"1259 S 120th St, Omaha, NE 68144, USA",Omaha,NE
"505 S 45th St, Omaha, NE 68106, USA",Omaha,NE
Target Stores,Omaha,NE
Shopko,Omaha,NE
McFoster's Natural Kind Cafe,Omaha,NE
UNO Milo Bail Student Center,Omaha,NE
Nebraska State Office Building,Omaha,NE
Peter Kiewit Institute,Omaha,NE
Scott Village/Court Office,Omaha,NE
Mammel Hall,Omaha,NE
Blue Line (Dundee Location),Omaha,NE
Blue Line Coffee (NoDo Location),Omaha,NE
Weitz Community Engagement Center on UNO's Campus,Omaha,NE
Inclusive Life,Omaha,NE
Imagination,Omaha,NE
Double Tree Motel,Omaha,NE
Lisa' Radial Cafe,Omaha,NE
Beansmith coffee,Omaha,NE
UNO Arts & Sciences Hall,Omaha,NE
Spielbound Board Game Cafe,Omaha,NE
Juice Stop,Omaha,NE
Home Depot,Omaha,NE
Thai Spice,Omaha,NE
Bucky's ,Omaha,NE
Runza,Omaha,NE
Cost Plus World Market,Omaha,NE
No More Empty Pots,Omaha,NE
Metropolitan Community Church ,Omaha,NE
Spielbound Board Game Cafe,Omaha,NE
Costco,Omaha,NE
Dospace,Omaha,NE
Costco,Omaha,NE
Modern Love Restaurant,Omaha,NE
Speilbound,Omaha,NE
Performance Chiropractic,Omaha,NE
Specialty Care Center,Omaha,NE
Unique Auto Body Shop,Omaha,NE
Target,Omaha,NE
The Union for Contemporary Art,Omaha,NE
Film Streams: Dundee Theater,Omaha,NE
Starbucks,Omaha,NE
Prehistoric Putt,Omaha,NE
AutoZone,Omaha,NE
Chi Lakeside,Omaha,NE
Smashburger,Omaha,NE
Wicked Rabbit,Omaha,NE
Tacobell,Omaha,NE
Sparta Games,Omaha,NE
Roast coffee,Omaha,NE
Legends,Omaha,NE
Costco,Omaha,NE
Murphy Express,Omaha,NE
Keith's BP,Omaha,NE
Pizza Hut,Omaha,NE
Bakers,Omaha,NE
Janet A. and Willis S. Strauss Performing Arts Center,Omaha,NE
Kum and Go,Omaha,NE
Shucks Fish House & Oyster Bar,Omaha,NE
Down Under Lounge,Omaha,NE
Country Aide Community Church,Omaha,NE
The Tavern,Omaha,NE
Filmstreams Dundee Theater/Lola’s Café,Omaha,NE
Filmstreams Dundee Theater/Lola’s Café,Omaha,NE
Crossroads Mall,Omaha,NE
The Copper Pin,Omaha,NE
The Copper Pin Salon,Omaha,NE
Westroads mall,Omaha,NE
Bärchen Beer Garden,Omaha,NE
The LGBT Center of Raleigh,Raleigh,NC
LGBT Center of Raleigh,Raleigh,NC
Unitarian Universalist Fellowship of Raleigh,Raleigh,NC
Raleigh NW Target,Raleigh,NC
HQ Raleigh NC,Raleigh,NC
LGBT Center of Raleigh,Raleigh,NC
Raleigh Raw,Raleigh,NC
 LGBT Center of  Raleigh ,Raleigh,NC
"120 E Martin St, Raleigh, NC 27601, USA",Raleigh,NC
Raleigh Brewing Company,Raleigh,NC
"2010 Clark Ave, Raleigh, NC 27605, USA",Raleigh,NC
LGBT+ Center of Raleigh ,Raleigh,NC
Raleigh Brewing Company,Raleigh,NC
Jellybeans,Raleigh,NC
Cary Town Center,Raleigh,NC
Legends,Raleigh,NC
"DH Hill Library, NCSU",Raleigh,NC
the third place,Raleigh,NC
Cup a Joe (Mission Valley),Raleigh,NC
Neptunes Parlour,Raleigh,NC
311 West Martin Street Galleries & Studios,Raleigh,NC
Market Restaurant,Raleigh,NC
The Remedy Diner,Raleigh,NC
Sugarland,Raleigh,NC
Flanders Art Gallery,Raleigh,NC
MoJoe's Burger Joint,Raleigh,NC
Jimmy John's,Raleigh,NC
BP,Raleigh,NC
Flex Nightclub,Raleigh,NC
Flanders Gallery,Raleigh,NC
NC State Student Health Services,Raleigh,NC
Fifteen,Raleigh,NC
Pie Bird,Raleigh,NC
Player's Retreat,Raleigh,NC
London Bridge Pub,Raleigh,NC
Morning Times,Raleigh,NC
14 E Hargett St,Raleigh,NC
Port City Java,Raleigh,NC
Jasmin Bistro,Raleigh,NC
Global Village Coffee House,Raleigh,NC
Brueggers Bagels,Raleigh,NC
Sushi Blues Cafe,Raleigh,NC
Helios Cafe,Raleigh,NC
Benelux Cafe,Raleigh,NC
Zaky,Raleigh,NC
Mecca Restaurant,Raleigh,NC
Goodberry's ,Raleigh,NC
Which Wich,Raleigh,NC
Sahara Cafe,Raleigh,NC
Moroccan Oasis Cafe,Raleigh,NC
Target,Raleigh,NC
Hookah Haze,Raleigh,NC
Krispy Kreme,Raleigh,NC
Ben & Jerry's,Raleigh,NC
Prince Hookah,Raleigh,NC
Subway,Raleigh,NC
1911 Building,Raleigh,NC
The Borough,Raleigh,NC
Ba-Da Wings,Raleigh,NC
Burger King,Raleigh,NC
Tijuana flats,Raleigh,NC
Brooks Hall,Raleigh,NC
Talley Student Union,Raleigh,NC
Talley Student Union,Raleigh,NC
North Street Beer Station,Raleigh,NC
Wake Technical Community College Library,Raleigh,NC
Wake Technical Community College Main Campus (Holding Hall) ,Raleigh,NC
Talon Vapor,Raleigh,NC
Vapor Icing Cafe,Raleigh,NC
Massage Envy Falls Pointe,Raleigh,NC
Calavera Empanadas and Tequila,Raleigh,NC
Oak City Meatball Shoppe,Raleigh,NC
Liquid State,Raleigh,NC
Smoorhie King,Raleigh,NC
Alliance of AIDS Services - Carolina,Raleigh,NC
Barry's Cafe,Raleigh,NC
Joule Coffee,Raleigh,NC
Global Village Organic Coffee,Raleigh,NC
Trader Joe's,Raleigh,NC
Bottle Revolution 3,Raleigh,NC
Liquid State,Raleigh,NC
Liquid State,Raleigh,NC
Quail Ridge Books ,Raleigh,NC
Café de los muertos ,Raleigh,NC
Café de los muertos,Raleigh,NC
Beasley's Chicken and Honey,Raleigh,NC
James B Hunt Jr. Centennial Campus Library,Raleigh,NC
Starbucks at Brier Creek,Raleigh,NC
Subway at Stonehenge ,Raleigh,NC
Great Outdoor Provision Co.,Raleigh,NC
lucettegrace,Raleigh,NC
"SAS Hall, NCSU",Raleigh,NC
Beasley's Chicken + Honey,Raleigh,NC
Five Guys ,Raleigh,NC
Fox Liquor Bar,Raleigh,NC
Fox Liquor Bar,Raleigh,NC
Chuck's Burgers,Raleigh,NC
The Third Place,Raleigh,NC
Department of Public Safety: Governor's Crime Commission,Raleigh,NC
Rite Aid Pharmacy,Raleigh,NC
B.good North Hills,Raleigh,NC
Videri Chocolate Factory,Raleigh,NC
Benelux Coffee,Raleigh,NC
Starbucks,Raleigh,NC
Mordecai Historic Park,Raleigh,NC
Quail Ridge Books,Raleigh,NC
Bell dining hall (WPU),Raleigh,NC
Smoothie King,Raleigh,NC
East Village Grill and Bar,Raleigh,NC
Poké Bar,Raleigh,NC
Mitch's Tavern,Raleigh,NC
Player's Retreat,Raleigh,NC
D.P. Dough,Raleigh,NC
North Regional Library,Raleigh,NC
Crabtree Ale House,Raleigh,NC
Rise  biscuits & donuts,Raleigh,NC
Duke Energy Center for the Performing Arts ,Raleigh,NC
Target,Raleigh,NC
Pressed by Spanglish,Raleigh,NC
Talley Student Union,Raleigh,NC
Relish,Raleigh,NC
Harris Teeter,Raleigh,NC
lucettegrace,Raleigh,NC
Maude’s Garden and Coffee,Raleigh,NC
Stonehenge Starbucks,Raleigh,NC
Starbucks (Stonehenge) ,Raleigh,NC
Rush Bowls,Raleigh,NC
Rise Biscuits & Donuts,Raleigh,NC
Walgreen's,Raleigh,NC
Randy's Pizza,Raleigh,NC
Beasley's Chicken + Honey,Raleigh,NC
US-19A/129 Cherokee County Rest Area,Raleigh,NC
Miami Dade College Kendall Campus Club Room,Miami,Florida
Miami International Airport,Miami,Florida
Miami International Airport,Miami,Florida
"Wertheim Conservatory, Florida International University, East Campus Circle, Miami, FL 33174, USA",Miami,Florida
Miami International Airport - Concourse D,Miami,Florida
Donna E. Shalala Student Center University of Miami,Miami,Florida
Dooly Memorial Classrooms University of Miami ,Miami,Florida
"Miracle Nails, 2255 SW 32nd Ave, Miami, FL 33145, USA",Miami,Florida
Miami Dade College Wolfson Campus,Miami,Florida
"11300 NW 114th Ave, Miami, FL 33172, USA",Miami,Florida
"8595 SW 124th Ave, Miami, FL 33183, USA",Miami,Florida
Herff Jones Miami,Miami,Florida
Shore Building,Miami,Florida
Target family restroom,Miami,Florida
SuViche,Miami,Florida
SuViche,Miami,Florida
SuViche,Miami,Florida
SuViche,Miami,Florida
SuViche ,Miami,Florida
SuViche ,Miami,Florida
Sakaya Kitchen,Miami,Florida
Suviche,Miami,Florida
Florida International University Graham Center,Miami,Florida
Patricia and Phillip Frost Art Museum,Miami,Florida
Target,Miami,Florida
CVS Drugstore,Miami,Florida
specialTEA,Miami,Florida
Panther Coffee,Miami,Florida
Starbucks,Miami,Florida
City Wide Coin Laundry,Miami,Florida
Sparky's Roadside Barbecue ,Miami,Florida
Sparky's Roadside Barbecue ,Miami,Florida
Pei Wei Asian Diner,Miami,Florida
